NOM_SIGLA_UF_EMIT,NOM_SIGLA_UF_DEST,DSC_UF_EMIT,DSC_UF_DEST,NOM_SIGLA_REGIAO_EMIT,NOM_SIGLA_REGIAO_DEST,DSC_REGIAO_EMIT,DSC_REGIAO_DEST,SEGMENTO_ECONOMICO_EMIT,SEGMENTO_ECONOMICO_DEST,QTDE_NOTAS,TOTAL_VLR
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,,27,518338.1884765625
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,CONSTRUCAO CIVIL,,7,2006664.9451904297
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,PRODUTOR AGROPECUARIO,188,6487457.973508835
MS,CE,MATO GROSSO DO SUL,CEARA,CO,NE,Centro-Oeste,Nordeste,INDUSTRIA,OUTROS SEGMENTOS,3,206685.4921875
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,153,5899784.151168823
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,ENERGIA ELETRICA,12,1312999.6259307861
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,ENERGIA ELETRICA,1,87193.328125
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,OUTROS SEGMENTOS,10,177559.61791992188
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,556,1.4411690818115234E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,OUTROS SEGMENTOS,7,3491516.244995117
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,SERVICOS DE COMUNICACAO,COMERCIO VAREJISTA,2,90160.0
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,58,3205732.459751129
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,12,80320.25875854492
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,,4,10567.699829101562
RO,CE,RONDONIA,CEARA,N,NE,Norte,Nordeste,,,74,73514.23956871033
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,OUTROS SEGMENTOS,32,1450641.0862097126
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,SERVICOS DE TRANSPORTE,OUTROS SEGMENTOS,3,40800.0
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,COMERCIO VAREJISTA,29,854941.0737304688
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,SERVICOS DE TRANSPORTE,COMERCIO ATACADISTA,5,11913.550201416016
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,OUTROS SEGMENTOS,COMERCIO VAREJISTA,18,408.240008354187
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,90,1822143.8548278809
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,697,1.2903471503281014E7
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,OUTROS SEGMENTOS,10,209130.41571044922
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,30,434637.1168823242
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,SERVICOS DE COMUNICACAO,COMERCIO VAREJISTA,1,9384.009765625
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,INDUSTRIA,5,616579.3181269169
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,33,1021931.2468566895
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,CONSTRUCAO CIVIL,2,1293.1799926757812
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,INDUSTRIA,ENERGIA ELETRICA,18,631046.7668762207
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,CONSTRUCAO CIVIL,CONSTRUCAO CIVIL,12,6393147.40625
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMBUSTIVEL,2,2243.1600036621094
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,ENERGIA ELETRICA,SERVICOS DE COMUNICACAO,4,258233.64453125
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,73,1601183.0465393066
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,PRODUTOR AGROPECUARIO,,5,213762.0
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,,INDUSTRIA,4,8940.0
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,ENERGIA ELETRICA,ENERGIA ELETRICA,1,276019.1875
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,INDUSTRIA,COMERCIO ATACADISTA,14,551570.6501587033
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,COMBUSTIVEL,1,250000.0
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,OUTROS SEGMENTOS,CONSTRUCAO CIVIL,1,48977.44921875
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,SERVICOS DE TRANSPORTE,SERVICOS DE TRANSPORTE,1,1000.0
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,5,1095.9699804782867
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,SERVICOS DE TRANSPORTE,,2,55201.0
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,COMBUSTIVEL,COMERCIO ATACADISTA,1,488.9599914550781
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,COMBUSTIVEL,COMBUSTIVEL,9,1452867.625
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,COMBUSTIVEL,OUTROS SEGMENTOS,1,11643.400390625
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,PRODUTOR AGROPECUARIO,2,44950.0
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,PRODUTOR AGROPECUARIO,1,100700.0390625
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,INDUSTRIA,COMERCIO ATACADISTA,5,3058.2400407791138
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,,PRODUTOR AGROPECUARIO,3,22611.66015625
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,,1,934.8300170898438
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,CONSTRUCAO CIVIL,1,2000000.0
AP,CE,AMAPA,CEARA,N,NE,Norte,Nordeste,,CONSTRUCAO CIVIL,1,1703.4000244140625
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,508,784533.3793096542
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,OUTROS SEGMENTOS,OUTROS SEGMENTOS,1,10000.0
PA,CE,PARA,CEARA,N,NE,Norte,Nordeste,OUTROS SEGMENTOS,OUTROS SEGMENTOS,1,11300.0
TO,CE,TOCANTINS,CEARA,N,NE,Norte,Nordeste,COMERCIO ATACADISTA,,3,357848.2890625
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,3,59503.4814453125
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,SERVICOS DE TRANSPORTE,2,3239.8999633789062
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,SERVICOS DE COMUNICACAO,1,331.54998779296875
CE,RO,CEARA,RONDONIA,NE,N,Nordeste,Norte,COMERCIO ATACADISTA,COMERCIO VAREJISTA,1,3072.800048828125
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,COMERCIO VAREJISTA,1,300.0
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,SERVICOS DE TRANSPORTE,OUTROS SEGMENTOS,3,58757.70166015625
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,,,13603,1.2531651839259669E8
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,COMERCIO ATACADISTA,,8599,5.813786086419159E7
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,,ENERGIA ELETRICA,2339,1.9589529665193856E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,COMERCIO VAREJISTA,1215,1.869002059137275E7
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,INDUSTRIA,,5054,8.094257118943575E7
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,9278,9.329935928380156E7
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,,COMERCIO VAREJISTA,9832,4.933232367431408E7
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,COMERCIO VAREJISTA,,517,2111599.540798664
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,858,1.1674527402712107E7
CE,AP,CEARA,AMAPA,NE,N,Nordeste,Norte,INDUSTRIA,,1296,2.5088811494556427E7
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,,OUTROS SEGMENTOS,53,363154.9800872803
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,ENERGIA ELETRICA,396,4.343093791285515E7
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,,ENERGIA ELETRICA,1861,2.0140648781257212E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,CONSTRUCAO CIVIL,5868,1.1243662951468277E8
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,INDUSTRIA,,12927,1.7531773297663373E8
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,,766,2293256.3446543217
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,OUTROS SEGMENTOS,58,3742940.406402588
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,33,184600.85205078125
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,,1467,2.4474644187989473E7
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,1274,2.4870445305847168E7
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,969,8190921.462343216
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,ENERGIA ELETRICA,,241,1.612861742397654E7
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,498,2068101.4332580566
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,757,4.360127217568207E7
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,6770,1.8076697876201987E7
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,,5,80352.7998046875
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,COMBUSTIVEL,,23,1738878.7893180847
CE,MT,CEARA,MATO GROSSO,NE,CO,Nordeste,Centro-Oeste,COMERCIO ATACADISTA,,540,1876673.8917559907
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,COMERCIO ATACADISTA,,4955,1.797073715576895E7
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,50,1837475.9795150757
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,,277,550998.1019439697
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,,CONSTRUCAO CIVIL,478,2560116.23210907
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,,SERVICOS DE TRANSPORTE,208,5463175.042415619
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,,302,3665618.1339302063
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,,5,12371.10009765625
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMERCIO ATACADISTA,126,3037010.153289795
CE,AP,CEARA,AMAPA,NE,N,Nordeste,Norte,CONSTRUCAO CIVIL,,1,2580.0
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,OUTROS SEGMENTOS,,173,1731593.083114624
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,1203,7.508473356412673E7
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,3704,1.2727340110639334E7
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,COMBUSTIVEL,ENERGIA ELETRICA,1,4655.02001953125
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,SERVICOS DE TRANSPORTE,1181,5293018.72440815
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,SERVICOS DE COMUNICACAO,1,8600.0
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,2231,3.473381404839516E7
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,861,4.124245865802574E7
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,,CONSTRUCAO CIVIL,220,2820428.657250978
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,15011,1.3244838840391159E7
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,32,5493095.549690247
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,,SERVICOS DE TRANSPORTE,105,3594282.1683831215
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,308,6326797.302513123
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,,INDUSTRIA,350,8596503.416204453
CE,SE,CEARA,SERGIPE,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,,231,2675498.553489685
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,SERVICOS DE TRANSPORTE,COMERCIO ATACADISTA,90,1613119.3360290527
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,COMERCIO VAREJISTA,111,2861409.196258545
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,OUTROS SEGMENTOS,106,160283.30053710938
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,53,254072.87190246582
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,220,1.3732574932697296E7
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,SERVICOS DE COMUNICACAO,INDUSTRIA,2,17055.23974609375
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,,PRODUTOR AGROPECUARIO,74,1127379.3614959717
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,92,9941298.024612665
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,OUTROS SEGMENTOS,,120,887965.8487453461
AP,CE,AMAPA,CEARA,N,NE,Norte,Nordeste,,COMERCIO VAREJISTA,38,595090.8100585938
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,60,170901.40028190613
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,,,127,2708882.6945648193
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,252,2.0183576098385632E7
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,,,16,615806.5963592529
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,218,124672.16031169891
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,,COMBUSTIVEL,425,3.3032786567094803E7
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,582,675973.3948476315
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,ENERGIA ELETRICA,,10,381011.1757507324
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,INDUSTRIA,39,7768273.356185913
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,SERVICOS DE COMUNICACAO,9,249112.06557655334
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,SERVICOS DE COMUNICACAO,1,2759.0
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMBUSTIVEL,COMBUSTIVEL,1,78289.2265625
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,SERVICOS DE COMUNICACAO,,10,213531.7585401535
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,13,119070.62022018433
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,INDUSTRIA,35,1964750.4631271362
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,INDUSTRIA,,10,289676.95932006836
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,CONSTRUCAO CIVIL,,2,27659.0
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,SERVICOS DE COMUNICACAO,12,555551.8803443909
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,OUTROS SEGMENTOS,1,1208.9000244140625
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,,111,6038821.9013643265
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,41,68478.33013153076
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,PRODUTOR AGROPECUARIO,3,4480.35009765625
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,35,774946.7323417664
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,PRODUTOR AGROPECUARIO,9,6735000.0
AP,CE,AMAPA,CEARA,N,NE,Norte,Nordeste,,SERVICOS DE TRANSPORTE,1,183.17999267578125
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,,PRODUTOR AGROPECUARIO,44,1331583.226146698
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,OUTROS SEGMENTOS,7,12630.750244140625
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,98,1326393.0642291307
CE,RR,CEARA,RORAIMA,NE,N,Nordeste,Norte,COMERCIO ATACADISTA,COMERCIO VAREJISTA,2,357.2899932861328
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,COMBUSTIVEL,23,36837.17044830322
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,COMERCIO VAREJISTA,COMERCIO VAREJISTA,2,811.9400024414062
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,42,402914.9327516556
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,,COMERCIO VAREJISTA,9,123091.23048019409
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,INDUSTRIA,4,41916.57995605469
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,COMBUSTIVEL,2,2676.6201171875
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,ENERGIA ELETRICA,1,255340.484375
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,SERVICOS DE TRANSPORTE,5,132000.0
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,CONSTRUCAO CIVIL,1,15011.7998046875
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,SERVICOS DE TRANSPORTE,INDUSTRIA,22,3826739.53125
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,COMERCIO VAREJISTA,INDUSTRIA,30,151724.2307472229
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,1,2368.89990234375
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,ENERGIA ELETRICA,14,222162.14472866058
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,COMERCIO VAREJISTA,17,3051956.4853515625
MS,CE,MATO GROSSO DO SUL,CEARA,CO,NE,Centro-Oeste,Nordeste,,ENERGIA ELETRICA,24,2.3202753412597656E7
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,SERVICOS DE TRANSPORTE,ENERGIA ELETRICA,1,19175.33984375
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,14,847761.1387939453
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,ENERGIA ELETRICA,27,1181772.1648626328
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,COMBUSTIVEL,1,13130.599609375
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,INDUSTRIA,2,239073.1328125
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,,CONSTRUCAO CIVIL,96,412832.9235458374
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,OUTROS SEGMENTOS,COMERCIO ATACADISTA,34,230603.836920619
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,PRODUTOR AGROPECUARIO,1,11465.5595703125
CE,PB,CEARA,PARAIBA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,93,378331.8805999756
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,COMBUSTIVEL,,1,6594.47998046875
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,,1,90000.0
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMERCIO ATACADISTA,14,960731.6000976562
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,OUTROS SEGMENTOS,COMERCIO VAREJISTA,1,20.0
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,INDUSTRIA,1,405.0
PA,CE,PARA,CEARA,N,NE,Norte,Nordeste,ENERGIA ELETRICA,INDUSTRIA,2,348697.984375
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,PRODUTOR AGROPECUARIO,PRODUTOR AGROPECUARIO,1,3420.0
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,4,1410800.0
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,INDUSTRIA,PRODUTOR AGROPECUARIO,2,2360.0
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,INDUSTRIA,1,6079.52978515625
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,INDUSTRIA,ENERGIA ELETRICA,3,25419.47998046875
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,OUTROS SEGMENTOS,ENERGIA ELETRICA,1,7356.9501953125
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE COMUNICACAO,2,17152.0
CE,SE,CEARA,SERGIPE,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,23,1397084.4829406738
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,COMERCIO ATACADISTA,1,6100.2001953125
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,COMBUSTIVEL,COMBUSTIVEL,4,446871.2394104004
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,SERVICOS DE COMUNICACAO,SERVICOS DE COMUNICACAO,1,1192.72998046875
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,OUTROS SEGMENTOS,1,57449.140625
